country_year_id,umap_1,umap_2
Austria_2024_20401,1.9005187,8.999105
Austria_2024_20482,6.240188,9.483332
Austria_2024_20777,9.838697,7.0419893
Austria_2024_20961,5.372157,4.0850754
Austria_2024_21164,5.3490715,8.445783
Belgium_2024_100,2.1652315,6.2109046
Belgium_2024_126,-1.2548063,7.872956
Belgium_2024_383,3.2861397,5.2943277
Belgium_2024_704,2.2659407,3.8685436
Belgium_2024_812,7.3191247,7.1954303
Belgium_2024_858,1.5873878,8.9438715
Belgium_2024_867,4.1894445,8.574997
Belgium_2024_1133,-2.7542017,5.6801963
Belgium_2024_1176,6.8370533,9.819904
Belgium_2024_1640,10.227791,7.239695
Belgium_2024_1664,1.7847891,6.021252
Belgium_2024_1681,7.562587,8.786688
Belgium_2024_1829,4.5626106,4.844632
Belgium_2024_1958,10.257633,0.08362728
Belgium_2024_2012,-1.6086285,6.040101
Belgium_2024_2239,2.2450335,9.122536
Belgium_2024_2255,6.9290237,8.799417
Belgium_2024_2379,6.1585736,7.593515
Belgium_2024_2466,6.173582,4.190943
Belgium_2024_2730,4.962631,11.49325
Belgium_2024_2750,9.877515,2.0118058
Belgium_2024_2902,0.5517349,7.490894
Belgium_2024_2920,10.068836,1.5353318
Belgium_2024_3013,6.033306,7.417593
Belgium_2024_3032,2.1938071,8.973801
Belgium_2024_3100,-0.77099645,6.315473
Belgium_2024_3167,3.349179,7.96593
Belgium_2024_3307,4.514171,12.582762
Belgium_2024_3754,8.573581,7.594364
Belgium_2024_4026,4.3518515,7.2124553
Belgium_2024_4041,4.7917786,12.582715
Belgium_2024_4133,7.445863,9.943991
Belgium_2024_4254,6.301514,12.702601
Belgium_2024_4272,3.1750996,9.334915
Belgium_2024_4473,3.2953587,6.214704
Belgium_2024_4486,5.5360913,13.061073
Belgium_2024_4546,7.2894597,6.3424606
Belgium_2024_4847,0.9434568,4.336497
Belgium_2024_5090,2.6384602,4.1601353
Belgium_2024_5107,0.27572298,11.549243
Belgium_2024_5464,5.459951,8.912881
Belgium_2024_5634,10.642892,9.237485
Belgium_2024_5772,-1.6419744,7.012225
Belgium_2024_5783,2.3303697,5.6700015
Belgium_2024_5877,9.726029,3.959219
Belgium_2024_6409,8.847681,1.7714611
Belgium_2024_6530,1.451982,6.1607428
Belgium_2024_6751,-0.26242056,10.459626
Belgium_2024_6810,10.994821,6.923737
Belgium_2024_6891,7.961677,6.068781
Belgium_2024_7513,9.514693,1.7289661
Belgium_2024_7585,0.095195234,6.2772303
Belgium_2024_7759,2.6523352,7.259982
Belgium_2024_7888,5.9562993,7.993896
Belgium_2024_7890,-1.3471885,8.076889
Belgium_2024_8027,3.8920474,10.006452
Belgium_2024_8077,7.680424,8.397215
Belgium_2024_8430,8.611045,3.6195614
Belgium_2024_8783,-1.305885,9.480575
Belgium_2024_8984,9.92479,1.3185213
Belgium_2024_9636,0.18579485,7.898741
Belgium_2024_9716,5.904477,6.8718066
Belgium_2024_9779,3.2408774,6.698807
Belgium_2024_9950,3.1379766,4.797215
Belgium_2024_9973,-1.5065897,6.6614466
Belgium_2024_10097,5.738317,12.388655
Belgium_2024_10241,3.5509765,9.884437
Belgium_2024_10253,-0.075028986,9.796128
Belgium_2024_10266,0.42968696,4.4960966
Belgium_2024_10306,-0.1440264,10.624098
Belgium_2024_10444,1.3710097,6.6496606
Belgium_2024_10449,9.190347,0.6020028
Belgium_2024_10511,4.4125032,9.178535
Belgium_2024_10538,9.550748,0.4807956
Belgium_2024_10721,6.5417895,12.185309
Belgium_2024_10729,-1.6989117,6.4567833
Belgium_2024_10896,9.311249,12.141208
Belgium_2024_10981,5.71694,13.469775
Belgium_2024_10984,-1.2558422,9.069134
Belgium_2024_10989,9.199335,12.106125
Belgium_2024_11328,2.647578,7.5108786
Belgium_2024_11415,10.252753,0.08839281
Belgium_2024_11517,7.10369,3.479752
Belgium_2024_11522,4.7937083,7.284835
Belgium_2024_12073,5.4798937,8.237266
Belgium_2024_12102,5.6997633,10.383445
Belgium_2024_12211,3.5785868,12.804595
Belgium_2024_12281,-0.99286556,6.6900277
Belgium_2024_12589,-0.8954964,8.164188
Belgium_2024_12890,6.9136753,10.224532
Belgium_2024_12942,2.5572968,10.74827
Belgium_2024_12995,-3.0318615,7.628901
Belgium_2024_13120,9.681794,7.9559517
Belgium_2024_13455,4.3101954,4.307407
